"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV12227"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV12227"
"ASV12241"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Gloeocapsa"	"Gloeocapsa sp. PCC 7428"	"NCBI"	"ASV12241"
"ASV12261"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12261"
"ASV12288"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12288"
"ASV12291"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12291"
"ASV12292"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Hemiaulales"	"Hemiaulaceae"	"Eucampia"	"Eucampia sp."	"NCBI"	"ASV12292"
"ASV12299"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Dinobryon"	"Dinobryon sp. MJeong-2023a"	"NCBI"	"ASV12299"
"ASV12320"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV12320"
"ASV12350"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Anabaena"	"Anabaena sp. WA102"	"NCBI"	"ASV12350"
"ASV12355"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Prochlorotrichaceae"	"Prochlorothrix"	"Prochlorothrix hollandica"	"NCBI"	"ASV12355"
"ASV12357"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12357"
"ASV12365"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Microcoleus"	"Microcoleus sp. HI-ES"	"NCBI"	"ASV12365"
"ASV12387"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Tous-M-B4"	"NCBI"	"ASV12387"
"ASV12396"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12396"
"ASV12397"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Euglena"	"Euglena mutabilis"	"NCBI"	"ASV12397"
"ASV12419"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12419"
"ASV12436"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12436"
"ASV12484"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV12484"
"ASV12506"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV12506"
"ASV12509"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12509"
"ASV12573"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12573"
"ASV12584"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12584"
"ASV12587"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV12587"
"ASV12612"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12612"
"ASV12617"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Oculatellaceae"	"Trichotorquatus"	"Trichotorquatus maritimus"	"NCBI"	"ASV12617"
"ASV12630"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12630"
"ASV12641"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV12641"
"ASV12668"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Vischeria"	"Vischeria stellata"	"NCBI"	"ASV12668"
"ASV12679"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12679"
"ASV12682"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV12682"
"ASV12699"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1004"	"NCBI"	"ASV12699"
"ASV12701"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12701"
"ASV12703"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Loboceae"	"Pseudotetraedriella"	"Pseudotetraedriella kamillae"	"NCBI"	"ASV12703"
"ASV12741"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV12741"
"ASV12770"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV12770"
"ASV12782"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV12782"
"ASV12826"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Desmidiales"	"Closteriaceae"	"Closterium"	"Closterium acutum"	"NCBI"	"ASV12826"
"ASV12827"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Merismopediaceae"	"Merismopedia"	"Merismopedia tenuissima"	"NCBI"	"ASV12827"
"ASV12833"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Loboceae"	"Pseudotetraedriella"	"Pseudotetraedriella kamillae"	"NCBI"	"ASV12833"
"ASV12837"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Rippkaea"	"Rippkaea orientalis"	"NCBI"	"ASV12837"
"ASV12852"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Microcoleus"	"Microcoleus vaginatus"	"NCBI"	"ASV12852"
"ASV12869"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV12869"
"ASV12893"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV12893"
"ASV12906"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12906"
"ASV12918"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella sorokiniana"	"NCBI"	"ASV12918"
"ASV13011"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Oscillatoria"	"Oscillatoria acuminata"	"NCBI"	"ASV13011"
"ASV13035"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13035"
"ASV13041"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Phacaceae"	"Lepocinclis"	"Lepocinclis oxyuris"	"NCBI"	"ASV13041"
"ASV13043"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"Chroococcidiopsis sp. CCALA 046"	"NCBI"	"ASV13043"
"ASV13082"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV13082"
"ASV13092"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Eunotiales"	"Eunotiaceae"	"Eunotia"	"Eunotia naegelii"	"NCBI"	"ASV13092"
"ASV13141"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"unassigned"	"unassigned"	"Naviculales sp."	"NCBI"	"ASV13141"
"ASV13144"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13144"
"ASV13158"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium schmiederi"	"NCBI"	"ASV13158"
"ASV13182"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV13182"
"ASV13184"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13184"
"ASV13201"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Prototheca"	"Prototheca cutis"	"NCBI"	"ASV13201"
"ASV13217"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella thermophila"	"NCBI"	"ASV13217"
"ASV13241"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13241"
"ASV13282"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13282"
"ASV13289"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Coleofasciculaceae"	"Coleofasciculus"	"Coleofasciculus chthonoplastes"	"NCBI"	"ASV13289"
"ASV13305"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Fragilariaceae"	"Diatoma"	"Diatoma tenuis"	"NCBI"	"ASV13305"
"ASV13330"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Microcystaceae"	"Microcystis"	"Microcystis aeruginosa"	"NCBI"	"ASV13330"
"ASV13339"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13339"
"ASV13347"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV13347"
"ASV13353"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Coscinodiscales"	"Coscinodiscaceae"	"Lindavia"	"Lindavia radiosa"	"NCBI"	"ASV13353"
"ASV13364"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Geminocystis"	"Geminocystis sp. NIES-3708"	"NCBI"	"ASV13364"
"ASV13409"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV13409"
"ASV13436"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"uncultured Synechococcus sp."	"NCBI"	"ASV13436"
"ASV13449"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV13449"
"ASV13467"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Desmodesmus"	"Desmodesmus spinosus"	"NCBI"	"ASV13467"
"ASV13479"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV13479"
"ASV13480"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV13480"
"ASV13483"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13483"
"ASV13502"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis parasitica"	"NCBI"	"ASV13502"
"ASV13504"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV13504"
"ASV13521"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV13521"
"ASV13542"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV13542"
"ASV13598"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp. FGCU49"	"NCBI"	"ASV13598"
"ASV13613"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV13613"
"ASV13694"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV13694"
"ASV13728"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV13728"
"ASV13776"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV13776"
"ASV13792"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13792"
"ASV13807"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Coelosphaeriaceae"	"Woronichinia"	"Woronichinia naegeliana"	"NCBI"	"ASV13807"
"ASV13808"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Phacaceae"	"Phacus"	"Phacus paraorbicularis"	"NCBI"	"ASV13808"
"ASV13816"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV13816"
"ASV13821"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. FACHB-1624"	"NCBI"	"ASV13821"
"ASV13832"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV13832"
"ASV13833"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium arabicum"	"NCBI"	"ASV13833"
"ASV13873"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV13873"
"ASV13877"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV13877"
"ASV13891"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sydneyensis"	"NCBI"	"ASV13891"
"ASV13893"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV13893"
"ASV13916"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Naviculaceae"	"Haslea"	"Haslea avium"	"NCBI"	"ASV13916"
"ASV13962"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13962"
"ASV13982"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13982"
"ASV14015"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Zygnematales"	"Zygnemataceae"	"Zygnemopsis"	"Zygnemopsis sp. CCAP 699/1"	"NCBI"	"ASV14015"
"ASV14020"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV14020"
"ASV14031"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV14031"
"ASV14033"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV14033"
"ASV14040"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV14040"
"ASV14059"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV14059"
"ASV14067"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neopyropia"	"Neopyropia katadae"	"NCBI"	"ASV14067"
"ASV14076"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Neustupella"	"Neustupella aerophytica"	"NCBI"	"ASV14076"
"ASV14079"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV14079"
"ASV14097"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium gracile"	"NCBI"	"ASV14097"
"ASV14112"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sydneyensis"	"NCBI"	"ASV14112"
"ASV14114"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV14114"
"ASV14121"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neopyropia"	"Neopyropia katadae"	"NCBI"	"ASV14121"
"ASV14140"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV14140"
"ASV14142"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"Chroococcidiopsis sp. CCALA 046"	"NCBI"	"ASV14142"
"ASV14192"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Liagora"	"Liagora albicans"	"NCBI"	"ASV14192"
"ASV14225"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV14225"
"ASV14226"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV14226"
"ASV14259"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Stephanodiscales"	"Stephanodiscaceae"	"Cyclotella"	"Cyclotella atomus"	"NCBI"	"ASV14259"
"ASV14307"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV14307"
"ASV14350"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV14350"
"ASV14373"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV14373"
"ASV14391"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV14391"
"ASV14398"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV14398"
"ASV14410"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV14410"
"ASV14411"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Naviculaceae"	"Navicula"	"Navicula incertata"	"NCBI"	"ASV14411"
"ASV14442"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Crocosphaera"	"Crocosphaera subtropica"	"NCBI"	"ASV14442"
"ASV14453"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Planktothricoides"	"Planktothricoides raciborskii"	"NCBI"	"ASV14453"
"ASV14464"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV14464"
"ASV14487"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Rhodymeniales"	"Rhodymeniaceae"	"Drouetia"	"Drouetia coalescens"	"NCBI"	"ASV14487"
"ASV14536"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV14536"
"ASV14545"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV14545"
"ASV14553"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Microcystaceae"	"Microcystis"	"Microcystis aeruginosa"	"NCBI"	"ASV14553"
"ASV14564"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Geminocystis"	"Geminocystis sp. NIES-3708"	"NCBI"	"ASV14564"
"ASV14569"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Didymogenes"	"Didymogenes soliella"	"NCBI"	"ASV14569"
"ASV14571"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV14571"
"ASV14576"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV14576"
"ASV14593"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV14593"
"ASV14611"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Loboceae"	"Pseudotetraedriella"	"Pseudotetraedriella kamillae"	"NCBI"	"ASV14611"
"ASV14616"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Selenastraceae"	"Raphidocelis"	"Raphidocelis subcapitata"	"NCBI"	"ASV14616"
"ASV14631"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Auxenochlorella"	"Auxenochlorella protothecoides"	"NCBI"	"ASV14631"
"ASV14632"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV14632"
"ASV14646"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas eustigma"	"NCBI"	"ASV14646"
"ASV14676"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV14676"
"ASV14685"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"Tetradesmus bajacalifornicus"	"NCBI"	"ASV14685"
"ASV14697"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV14697"
"ASV14709"	"unassigned"	"unassigned"	"Dinophyceae"	"Suessiales"	"Symbiodiniaceae"	"Symbiodinium"	"Symbiodinium sp. clade D"	"NCBI"	"ASV14709"
"ASV14752"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Thalassiosirales"	"Skeletonemataceae"	"Skeletonema"	"Skeletonema sp."	"NCBI"	"ASV14752"
