"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"classifier"
"OTU16423"	NA	"Bacillota"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"	"Erysipelothrix rhusiopathiae"	"NCBI"
"OTU16424"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU16425"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU16426"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU16427"	NA	"Bacillota"	"Clostridia"	"Eubacteriales"	"Symbiobacteriaceae"	"Symbiobacterium"	"Symbiobacterium thermophilum"	"NCBI"
"OTU16428"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Gallionella"	"Gallionella capsiferriformans"	"NCBI"
"OTU16429"	NA	"candidate division Zixibacteria"	NA	NA	NA	NA	"uncultured candidate division Zixibacteria bacterium"	"NCBI"
"OTU16430"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU16431"	NA	"Chloroflexota"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Dehalococcoides"	"Dehalococcoides mccartyi"	"NCBI"
"OTU16432"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium glaciei"	"NCBI"
"OTU16433"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU16434"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Fuscovulum"	"Fuscovulum sp. YMD61"	"NCBI"
"OTU16435"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"Escherichia coli"	"NCBI"
"OTU16436"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU16437"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Sphaerotilus"	"Sphaerotilus sp. FB-5"	"NCBI"
"OTU16438"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gimesia"	"Gimesia alba"	"NCBI"
"OTU16439"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Methylibium"	"Methylibium sp."	"NCBI"
"OTU16440"	NA	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulfocapsa"	"Desulfocapsa sulfexigens"	"NCBI"
"OTU16441"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Paraburkholderia"	"Paraburkholderia sp. D15"	"NCBI"
"OTU16442"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU16443"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Symmachiella"	"Symmachiella dynata"	"NCBI"
"OTU16444"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU16445"	NA	"Thermodesulfobacteriota"	"Syntrophia"	"Syntrophales"	"Syntrophaceae"	"Syntrophus"	"uncultured Syntrophus sp."	"NCBI"
"OTU16446"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Hepatoplasma"	"Candidatus Hepatoplasma crinochetorum"	"NCBI"
"OTU16447"	NA	"Bacillota"	"Clostridia"	"Moorellales"	"Moorellaceae"	"Moorella"	"Moorella humiferrea"	"NCBI"
"OTU16448"	NA	NA	"Deltaproteobacteria"	"Bradymonadales"	"Microvenatoraceae"	"Microvenator"	"Microvenator marinus"	"NCBI"
"OTU16449"	NA	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Ilyobacter"	"uncultured Ilyobacter sp."	"NCBI"
"OTU16450"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU16451"	NA	"Myxococcota"	NA	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"Sandaracinus amylolyticus"	"NCBI"
"OTU16452"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU16453"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus xylanilyticus"	"NCBI"
"OTU16454"	NA	"Myxococcota"	NA	NA	NA	NA	"Myxococcota bacterium"	"NCBI"
"OTU16455"	NA	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	"uncultured Lentisphaeria bacterium"	"NCBI"
"OTU16456"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU16457"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Mitsuaria"	"Mitsuaria chitinivorans"	"NCBI"
"OTU16458"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gimesia"	"Gimesia alba"	"NCBI"
"OTU16459"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU16460"	NA	"Actinomycetota"	"Rubrobacteria"	"Gaiellales"	"Gaiellaceae"	NA	"uncultured Gaiellaceae bacterium"	"NCBI"
"OTU16461"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasmopsis"	"Mycoplasmopsis felis"	"NCBI"
"OTU16462"	NA	"Streptophyta"	"Magnoliopsida"	"Poales"	"Cyperaceae"	"Carex"	"Carex extensa"	"NCBI"
"OTU16463"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU16464"	NA	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"Nitrospira sp. DNF"	"NCBI"
"OTU16465"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter sp. Fw109-5"	"NCBI"
"OTU16466"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU16467"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula sp. SH-Sr6A"	"NCBI"
"OTU16468"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium sp."	"NCBI"
"OTU16469"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	"Herbaspirillum seropedicae"	"NCBI"
"OTU16470"	NA	"Thermodesulfobacteriota"	"Syntrophia"	"Syntrophales"	"Syntrophaceae"	"Syntrophus"	"Syntrophus buswellii"	"NCBI"
"OTU16471"	NA	"Bacillota"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus cellulositrophicus"	"NCBI"
"OTU16472"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Kaistiaceae"	"Kaistia"	"Kaistia hirudinis"	"NCBI"
"OTU16473"	NA	"Streptophyta"	"Magnoliopsida"	"Lamiales"	"Oleaceae"	"Jasminum"	"Jasminum polyanthum"	"NCBI"
"OTU16474"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula staleyi"	"NCBI"
"OTU16475"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU16476"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU16477"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU16478"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU16479"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU16480"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Methylocystaceae"	"Methylosinus"	"Methylosinus sporium"	"NCBI"
"OTU16481"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Mariniblastus"	"Mariniblastus sp."	"NCBI"
"OTU16482"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Lacipirellulaceae"	"Pirellulimonas"	"Pirellulimonas nuda"	"NCBI"
"OTU16483"	NA	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Hymenobacteraceae"	"Adhaeribacter"	"Adhaeribacter radiodurans"	"NCBI"
"OTU16484"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU16485"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Merismopediaceae"	"Merismopedia"	"Merismopedia tenuissima"	"NCBI"
"OTU16486"	NA	"Verrucomicrobiota"	"Opitutae"	"Opitutales"	NA	NA	"Opitutales bacterium"	"NCBI"
"OTU16487"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU16488"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Merismopediaceae"	"Merismopedia"	"Merismopedia tenuissima"	"NCBI"
"OTU16489"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Asticcacaulis"	"Asticcacaulis sp. AND118"	"NCBI"
"OTU16490"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	NA	"Acetobacteraceae bacterium"	"NCBI"
"OTU16491"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	NA	"Polyangiaceae bacterium"	"NCBI"
"OTU16492"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU16493"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Maioricimonas"	"Maioricimonas rarisocia"	"NCBI"
"OTU16494"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU16495"	NA	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	"Dehalococcoidia bacterium"	"NCBI"
"OTU16496"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU16497"	NA	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	"Dehalococcoidia bacterium"	"NCBI"
"OTU16498"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU16499"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU16500"	NA	"Actinomycetota"	"Rubrobacteria"	"Gaiellales"	"Gaiellaceae"	NA	"uncultured Gaiellaceae bacterium"	"NCBI"
"OTU16501"	NA	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Rhodomelaceae"	"Polysiphonia"	"Polysiphonia sertularioides"	"NCBI"
"OTU16502"	NA	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta"	"Spirochaeta thermophila"	"NCBI"
"OTU16503"	NA	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"Tetradesmus bajacalifornicus"	"NCBI"
"OTU16504"	NA	"Thermodesulfobacteriota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	"Desulfovibrio ferrophilus"	"NCBI"
"OTU16505"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Aromatoleum"	"Aromatoleum bremense"	"NCBI"
"OTU16506"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Geobacter benzoatilyticus"	"NCBI"
"OTU16507"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU16508"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU16509"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU16510"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Sulfuritalea"	"Sulfuritalea hydrogenivorans"	"NCBI"
"OTU16511"	NA	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Actinastrum"	"Actinastrum hantzschii"	"NCBI"
"OTU16512"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	"Legionella geestiana"	"NCBI"
"OTU16513"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Devosiaceae"	"Devosia"	"Devosia sp."	"NCBI"
"OTU16514"	NA	"Bacteroidota"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacterium"	"Sphingobacterium spiritivorum"	"NCBI"
"OTU16515"	NA	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Echinicola"	"Echinicola sp. 20G"	"NCBI"
"OTU16516"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU16517"	NA	"Rhodothermota"	"Rhodothermia"	"Rhodothermales"	"Rubricoccaceae"	"Rubrivirga"	"Rubrivirga sp."	"NCBI"
"OTU16518"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU16519"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU16520"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU16521"	NA	"Myxococcota"	NA	"Polyangiales"	"Labilitrichaceae"	"Labilithrix"	"Labilithrix luteola"	"NCBI"
"OTU16522"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU16523"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	NA	"Victivallaceae bacterium"	"NCBI"
"OTU16524"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter oryzae"	"NCBI"
"OTU16525"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta hypogea"	"NCBI"
"OTU16526"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU16527"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Geobacter metallireducens"	"NCBI"
"OTU16528"	NA	"Atribacterota"	NA	NA	NA	NA	"uncultured Atribacterota bacterium"	"NCBI"
"OTU16529"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Lacipirellulaceae"	"Botrimarina"	"Botrimarina mediterranea"	"NCBI"
"OTU16530"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU16531"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU16532"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU16533"	NA	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	NA	NA	"uncultured Gemmatimonadales bacterium"	"NCBI"
"OTU16534"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	"Methylomonas rapida"	"NCBI"
"OTU16535"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Criblamydiaceae"	"Estrella"	"Estrella lausannensis"	"NCBI"
"OTU16536"	NA	"Verrucomicrobiota"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	"Opitutus sp. VeGlc2"	"NCBI"
"OTU16537"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp. NIES-2120"	"NCBI"
"OTU16538"	NA	"Verrucomicrobiota"	"Spartobacteria"	"Chthoniobacterales"	"Chthoniobacteraceae"	NA	"uncultured Chthoniobacteraceae bacterium"	"NCBI"
"OTU16539"	NA	"Verrucomicrobiota"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	"Opitutus sp. VeGlc2"	"NCBI"
"OTU16540"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA	"uncultured Verrucomicrobiae bacterium"	"NCBI"
"OTU16541"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	"Legionella cherrii"	"NCBI"
"OTU16542"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU16543"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	"Victivallales bacterium"	"NCBI"
"OTU16544"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA	"uncultured Verrucomicrobiae bacterium"	"NCBI"
"OTU16545"	NA	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	NA	NA	"uncultured Gemmatimonadales bacterium"	"NCBI"
"OTU16546"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobia subdivision 3"	NA	"Verrucomicrobia subdivision 3 bacterium"	"NCBI"
"OTU16547"	NA	"Candidatus Nomurabacteria"	NA	NA	NA	NA	"Candidatus Nomurabacteria bacterium"	"NCBI"
"OTU16548"	NA	"Candidatus Nomurabacteria"	NA	NA	NA	NA	"Candidatus Nomurabacteria bacterium"	"NCBI"
"OTU16550"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"Pelosinus fermentans"	"NCBI"
"OTU16551"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	NA	"Polyangiaceae bacterium"	"NCBI"
"OTU16552"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Sulfuritalea"	"Sulfuritalea hydrogenivorans"	"NCBI"
"OTU16553"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Klebsiella"	"Klebsiella variicola"	"NCBI"
"OTU16554"	NA	"Mycoplasmatota"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Hepatoplasma"	"Candidatus Hepatoplasma crinochetorum"	"NCBI"
"OTU16555"	NA	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"
"OTU16556"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU16557"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	NA	NA	NA	"Candidatus Peribacteria bacterium"	"NCBI"
"OTU16558"	NA	"Bacillota"	"Bacilli"	NA	NA	NA	"uncultured Bacilli bacterium"	"NCBI"
"OTU16559"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gimesia"	"Gimesia benthica"	"NCBI"
"OTU16560"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Trichlorobacter"	"Trichlorobacter lovleyi"	"NCBI"
"OTU16561"	NA	"Chlamydiota"	"Chlamydiia"	"Parachlamydiales"	"Parachlamydiaceae"	"Parachlamydia"	"Parachlamydia acanthamoebae"	"NCBI"
"OTU16562"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU16563"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU16564"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium sp."	"NCBI"
"OTU16565"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	NA	"Victivallaceae bacterium"	"NCBI"
"OTU16566"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU16567"	NA	"Thermodesulfobacteriota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	"uncultured Desulfobulbus sp."	"NCBI"
"OTU16569"	NA	"Lentisphaerota"	"Oligosphaeria"	"Oligosphaerales"	"Oligosphaeraceae"	"Oligosphaera"	"Oligosphaera ethanolica"	"NCBI"
"OTU16570"	NA	"Spirochaetota"	"Spirochaetia"	"Brachyspirales"	"Brachyspiraceae"	"Brachyspira"	"Brachyspira pilosicoli"	"NCBI"
"OTU16571"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodobacterales"	"Paracoccaceae"	"Tabrizicola"	"Tabrizicola piscis"	"NCBI"
"OTU16572"	NA	"Streptophyta"	"Magnoliopsida"	"Poales"	"Cyperaceae"	"Carex"	"Carex extensa"	"NCBI"
"OTU16573"	NA	"Fibrobacterota"	NA	NA	NA	NA	"Fibrobacterota bacterium"	"NCBI"
"OTU16574"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU16575"	NA	"Actinomycetota"	"Rubrobacteria"	"Gaiellales"	"Gaiellaceae"	NA	"uncultured Gaiellaceae bacterium"	"NCBI"
"OTU16576"	NA	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	NA	NA	"Fimbriimonadales bacterium"	"NCBI"
"OTU16577"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"
"OTU16578"	NA	"Spirochaetota"	"Spirochaetia"	"Brachyspirales"	"Brachyspiraceae"	"Brachyspira"	"Brachyspira pilosicoli"	"NCBI"
"OTU16579"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Lichenicola"	"Lichenicola cladoniae"	"NCBI"
"OTU16580"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"Myxococcus"	"Myxococcus xanthus"	"NCBI"
"OTU16581"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Niveibacterium"	"Niveibacterium microcysteis"	"NCBI"
"OTU16582"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Brevundimonas sp. LM2"	"NCBI"
"OTU16583"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Lacipirellulaceae"	"Bythopirellula"	"Bythopirellula goksoeyrii"	"NCBI"
"OTU16584"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Gallionella"	"Gallionella capsiferriformans"	"NCBI"
"OTU16585"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Denitratisoma"	"Denitratisoma sp. DHT3"	"NCBI"
"OTU16586"	NA	NA	"Deltaproteobacteria"	NA	NA	NA	"uncultured delta proteobacterium"	"NCBI"
"OTU16587"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU16588"	NA	"Myxococcota"	NA	"Polyangiales"	"Labilitrichaceae"	"Labilithrix"	"Labilithrix luteola"	"NCBI"
"OTU16589"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU16590"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU16591"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"	"NCBI"
"OTU16592"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"
"OTU16593"	NA	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Aquirufa"	"Aquirufa nivalisilvae"	"NCBI"
"OTU16594"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU16595"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU16596"	NA	"Kiritimatiellota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	"Kiritimatiella"	"Kiritimatiella glycovorans"	"NCBI"
"OTU16597"	NA	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"
"OTU16598"	NA	"Candidatus Latescibacteria"	NA	NA	NA	NA	"Candidatus Latescibacteria bacterium"	"NCBI"
