"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV11386"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV11386"
"ASV11390"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV11390"
"ASV11391"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV11391"
"ASV11436"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV11436"
"ASV11438"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas paramecium"	"NCBI"	"ASV11438"
"ASV11440"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Pseudanabaena"	"Pseudanabaena sp. PCC 7367"	"NCBI"	"ASV11440"
"ASV11442"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV11442"
"ASV11462"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella desiccata (nom. nud.)"	"NCBI"	"ASV11462"
"ASV11482"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nodosilineales"	"Nodosilineaceae"	"Nodosilinea"	"Nodosilinea chupicuarensis"	"NCBI"	"ASV11482"
"ASV11487"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"unassigned"	"Colacium"	"Colacium sp. Jjockji033107A"	"NCBI"	"ASV11487"
"ASV11495"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Actinastrum"	"Actinastrum hantzschii"	"NCBI"	"ASV11495"
"ASV11496"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Monodopsidaceae"	"Microchloropsis"	"Microchloropsis salina"	"NCBI"	"ASV11496"
"ASV11499"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV11499"
"ASV11503"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Fragilariaceae"	"Asterionella"	"Asterionella formosa"	"NCBI"	"ASV11503"
"ASV11504"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV11504"
"ASV11509"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV11509"
"ASV11516"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV11516"
"ASV11528"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"Scenedesmus sp. AS-F-7-1"	"NCBI"	"ASV11528"
"ASV11529"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PCC 7376"	"NCBI"	"ASV11529"
"ASV11538"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV11538"
"ASV11554"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella sp."	"NCBI"	"ASV11554"
"ASV11556"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"	"ASV11556"
"ASV11562"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV11562"
"ASV11599"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella thermophila"	"NCBI"	"ASV11599"
"ASV11632"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Lithodesmiales"	"Lithodesmiaceae"	"Ditylum"	"Ditylum brightwellii"	"NCBI"	"ASV11632"
"ASV11653"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Geminocystis"	"Geminocystis sp. NIES-3708"	"NCBI"	"ASV11653"
"ASV11654"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Microcystaceae"	"Microcystis"	"Microcystis aeruginosa"	"NCBI"	"ASV11654"
"ASV11689"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Inkyuleea"	"Inkyuleea mariana"	"NCBI"	"ASV11689"
"ASV11696"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV11696"
"ASV11707"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV11707"
"ASV11715"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. Chosan090509B"	"NCBI"	"ASV11715"
"ASV11726"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Monodopsidaceae"	"Monodopsis"	"Monodopsis sp. MarTras21"	"NCBI"	"ASV11726"
"ASV11731"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV11731"
"ASV11736"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1108"	"NCBI"	"ASV11736"
"ASV11758"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Rippkaea"	"Rippkaea orientalis"	"NCBI"	"ASV11758"
"ASV11761"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV11761"
"ASV11803"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	"Nitzschia"	"Nitzschia sp. 00196"	"NCBI"	"ASV11803"
"ASV11806"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas obovata"	"NCBI"	"ASV11806"
"ASV11811"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Geminocystis"	"Geminocystis sp. NIES-3708"	"NCBI"	"ASV11811"
"ASV11813"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV11813"
"ASV11844"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV11844"
"ASV11845"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV11845"
"ASV11858"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV11858"
"ASV11866"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV11866"
"ASV11871"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CB0101"	"NCBI"	"ASV11871"
"ASV11874"	"unassigned"	"Prasinodermophyta"	"Prasinodermophyceae"	"Prasinodermales"	"Prasinodermaceae"	"Prasinoderma"	"Prasinoderma singulare"	"NCBI"	"ASV11874"
"ASV11915"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Rhodomelaceae"	"Vertebrata"	"Vertebrata isogona"	"NCBI"	"ASV11915"
"ASV11918"	"unassigned"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"	"NCBI"	"ASV11918"
"ASV11965"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV11965"
"ASV11996"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV11996"
"ASV12004"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas mexicana"	"NCBI"	"ASV12004"
"ASV12011"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Phacaceae"	"Lepocinclis"	"Lepocinclis oxyuris"	"NCBI"	"ASV12011"
"ASV12019"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Dinobryon"	"Dinobryon sp. MJeong-2023e"	"NCBI"	"ASV12019"
"ASV12020"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV12020"
"ASV12035"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"	"NCBI"	"ASV12035"
"ASV12054"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV12054"
"ASV12071"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Pseudanabaena"	"Pseudanabaena sp. PCC 7367"	"NCBI"	"ASV12071"
"ASV12095"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12095"
"ASV12105"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12105"
"ASV12107"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Microcystaceae"	"Microcystis"	"Microcystis aeruginosa"	"NCBI"	"ASV12107"
"ASV12138"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Gloeocapsa"	"Gloeocapsa sp. PCC 7428"	"NCBI"	"ASV12138"
"ASV12158"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12158"
"ASV12185"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12185"
"ASV12188"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12188"
"ASV12189"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Hemiaulales"	"Hemiaulaceae"	"Eucampia"	"Eucampia sp."	"NCBI"	"ASV12189"
"ASV12195"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Dinobryon"	"Dinobryon sp. MJeong-2023a"	"NCBI"	"ASV12195"
"ASV12245"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Anabaena"	"Anabaena sp. WA102"	"NCBI"	"ASV12245"
"ASV12249"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Prochlorotrichaceae"	"Prochlorothrix"	"Prochlorothrix hollandica"	"NCBI"	"ASV12249"
"ASV12251"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12251"
"ASV12257"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Microcoleus"	"Microcoleus sp. HI-ES"	"NCBI"	"ASV12257"
"ASV12279"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Tous-M-B4"	"NCBI"	"ASV12279"
"ASV12288"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12288"
"ASV12289"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Euglena"	"Euglena mutabilis"	"NCBI"	"ASV12289"
"ASV12326"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12326"
"ASV12373"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV12373"
"ASV12396"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV12396"
"ASV12399"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12399"
"ASV12464"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12464"
"ASV12475"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12475"
"ASV12478"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV12478"
"ASV12480"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Colaconematales"	"Colaconemataceae"	"Colaconema"	"Colaconema sp. ARS-2011"	"NCBI"	"ASV12480"
"ASV12503"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12503"
"ASV12508"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Oculatellaceae"	"Trichotorquatus"	"Trichotorquatus maritimus"	"NCBI"	"ASV12508"
"ASV12521"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12521"
"ASV12532"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV12532"
"ASV12558"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Inkyuleea"	"Inkyuleea mariana"	"NCBI"	"ASV12558"
"ASV12570"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12570"
"ASV12573"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV12573"
"ASV12591"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1004"	"NCBI"	"ASV12591"
"ASV12593"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12593"
"ASV12595"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Monodopsidaceae"	"Microchloropsis"	"Microchloropsis salina"	"NCBI"	"ASV12595"
"ASV12636"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV12636"
"ASV12665"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV12665"
"ASV12676"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV12676"
"ASV12719"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Desmidiales"	"Closteriaceae"	"Closterium"	"Closterium acutum"	"NCBI"	"ASV12719"
"ASV12720"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Merismopediaceae"	"Merismopedia"	"Merismopedia tenuissima"	"NCBI"	"ASV12720"
"ASV12726"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Monodopsidaceae"	"Microchloropsis"	"Microchloropsis salina"	"NCBI"	"ASV12726"
"ASV12731"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Rippkaea"	"Rippkaea orientalis"	"NCBI"	"ASV12731"
"ASV12747"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Microcoleus"	"Microcoleus vaginatus"	"NCBI"	"ASV12747"
"ASV12765"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV12765"
"ASV12775"	"unassigned"	"Rhodophyta"	"Compsopogonophyceae"	"Erythropeltidales"	"Erythrotrichiaceae"	"Pseudoerythrocladia"	"Pseudoerythrocladia kornmannii"	"NCBI"	"ASV12775"
"ASV12785"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV12785"
"ASV12790"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV12790"
"ASV12803"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV12803"
"ASV12813"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV12813"
"ASV12816"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella sorokiniana"	"NCBI"	"ASV12816"
"ASV12910"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Oscillatoria"	"Oscillatoria acuminata"	"NCBI"	"ASV12910"
"ASV12933"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV12933"
"ASV12939"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Phacaceae"	"Lepocinclis"	"Lepocinclis oxyuris"	"NCBI"	"ASV12939"
"ASV12941"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"Chroococcidiopsis sp. CCALA 046"	"NCBI"	"ASV12941"
"ASV12977"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV12977"
"ASV12987"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Eunotiales"	"Eunotiaceae"	"Eunotia"	"Eunotia naegelii"	"NCBI"	"ASV12987"
"ASV12991"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV12991"
"ASV13035"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"unassigned"	"unassigned"	"Naviculales sp."	"NCBI"	"ASV13035"
"ASV13038"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13038"
"ASV13053"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium schmiederi"	"NCBI"	"ASV13053"
"ASV13077"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV13077"
"ASV13079"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13079"
"ASV13098"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Prototheca"	"Prototheca cutis"	"NCBI"	"ASV13098"
"ASV13114"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella thermophila"	"NCBI"	"ASV13114"
"ASV13138"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13138"
"ASV13176"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV13176"
"ASV13182"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Coleofasciculaceae"	"Coleofasciculus"	"Coleofasciculus chthonoplastes"	"NCBI"	"ASV13182"
"ASV13197"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Fragilariaceae"	"Diatoma"	"Diatoma tenuis"	"NCBI"	"ASV13197"
"ASV13221"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Microcystaceae"	"Microcystis"	"Microcystis aeruginosa"	"NCBI"	"ASV13221"
"ASV13225"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"Gloeomargaritaceae"	"Gloeomargarita"	"Gloeomargarita lithophora"	"NCBI"	"ASV13225"
"ASV13228"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13228"
"ASV13236"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV13236"
"ASV13243"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Coscinodiscales"	"Coscinodiscaceae"	"Lindavia"	"Lindavia radiosa"	"NCBI"	"ASV13243"
"ASV13254"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Geminocystis"	"Geminocystis sp. NIES-3708"	"NCBI"	"ASV13254"
"ASV13296"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV13296"
"ASV13323"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"uncultured Synechococcus sp."	"NCBI"	"ASV13323"
"ASV13334"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV13334"
"ASV13352"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Desmodesmus"	"Desmodesmus spinosus"	"NCBI"	"ASV13352"
"ASV13356"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV13356"
"ASV13365"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV13365"
"ASV13366"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV13366"
"ASV13368"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV13368"
"ASV13387"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis parasitica"	"NCBI"	"ASV13387"
"ASV13389"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV13389"
"ASV13407"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV13407"
"ASV13429"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"Chaetoceros sp."	"NCBI"	"ASV13429"
"ASV13484"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp. FGCU49"	"NCBI"	"ASV13484"
